[2022-09-04 10:16:57.785] [39mTRACE[0;39m o.s.c.i.s.SpringFactoriesLoader [main] - Loaded [org.springframework.boot.logging.LoggingSystemFactory] names: [org.springframework.boot.logging.logback.LogbackLoggingSystem.Factory, org.springframework.boot.logging.log4j2.Log4J2LoggingSystem.Factory, org.springframework.boot.logging.java.JavaLoggingSystem.Factory] 
[2022-09-04 10:16:58.411] [39mTRACE[0;39m o.s.b.a.s.i.SqlInitializationAutoConfiguration$SqlInitializationModeCondition [main] - Condition SqlInitializationAutoConfiguration.SqlInitializationModeCondition on org.springframework.boot.autoconfigure.sql.init.SqlInitializationAutoConfiguration matched due to NoneNestedConditions 0 matched 1 did not; NestedCondition on SqlInitializationAutoConfiguration.SqlInitializationModeCondition.ModeIsNever @ConditionalOnProperty (spring.sql.init.mode=never) did not find property 'mode' 
[2022-09-04 10:16:58.411] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.411] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.411] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.411] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.sql.init.R2dbcInitializationConfiguration did not match due to @ConditionalOnClass did not find required classes 'io.r2dbc.spi.ConnectionFactory', 'org.springframework.r2dbc.connection.init.DatabasePopulator' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jdbc.datasource.init.DatabasePopulator' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.414] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.415] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration matched due to @ConditionalOnClass found required class 'org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler' 
[2022-09-04 10:16:58.415] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.415] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.415] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.415] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.416] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.417] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration matched due to @ConditionalOnClass found required class 'org.springframework.web.client.RestTemplate' 
[2022-09-04 10:16:58.417] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.a.w.c.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition [main] - Condition RestTemplateAutoConfiguration.NotReactiveWebApplicationCondition on org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration matched due to NoneNestedConditions 0 matched 1 did not; NestedCondition on RestTemplateAutoConfiguration.NotReactiveWebApplicationCondition.ReactiveWebApplication did not find reactive web application classes 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.418] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.419] [39mTRACE[0;39m o.s.b.a.c.OnWebApplicationCondition [main] - Condition OnWebApplicationCondition on org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration matched due to @ConditionalOnWebApplication (required) found 'session' scope 
[2022-09-04 10:16:58.419] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.419] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.419] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.419] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.420] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$NettyWebServerFactoryCustomizerConfiguration did not match due to @ConditionalOnClass did not find required class 'reactor.netty.http.server.HttpServer' 
[2022-09-04 10:16:58.420] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$UndertowWebServerFactoryCustomizerConfiguration did not match due to @ConditionalOnClass did not find required classes 'io.undertow.Undertow', 'org.xnio.SslClientAuthMode' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$JettyWebServerFactoryCustomizerConfiguration did not match due to @ConditionalOnClass did not find required classes 'org.eclipse.jetty.server.Server', 'org.eclipse.jetty.util.Loader', 'org.eclipse.jetty.webapp.WebAppContext' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration matched due to @ConditionalOnClass found required classes 'org.apache.catalina.startup.Tomcat', 'org.apache.coyote.UpgradeProtocol' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.421] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration matched due to @ConditionalOnClass found required class 'org.springframework.web.filter.CharacterEncodingFilter' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.422] [39mTRACE[0;39m o.s.b.a.c.OnWebApplicationCondition [main] - Condition OnWebApplicationCondition on org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration matched due to found 'session' scope 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.a.c.OnPropertyCondition [main] - Condition OnPropertyCondition on org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration matched due to @ConditionalOnProperty (server.servlet.encoding.enabled) matched 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.423] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration matched due to @ConditionalOnClass found required classes 'javax.servlet.Servlet', 'org.springframework.web.multipart.support.StandardServletMultipartResolver', 'javax.servlet.MultipartConfigElement' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.a.c.OnWebApplicationCondition [main] - Condition OnWebApplicationCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration matched due to found 'session' scope 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.a.c.OnPropertyCondition [main] - Condition OnPropertyCondition on org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration matched due to @ConditionalOnProperty (spring.servlet.multipart.enabled) matched 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
[2022-09-04 10:16:58.424] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'autoConfigurationReport' 
