[2022-09-06 22:42:47.100] [39mTRACE[0;39m o.s.c.i.s.SpringFactoriesLoader [main] - Loaded [org.springframework.boot.logging.LoggingSystemFactory] names: [org.springframework.boot.logging.logback.LogbackLoggingSystem.Factory, org.springframework.boot.logging.log4j2.Log4J2LoggingSystem.Factory, org.springframework.boot.logging.java.JavaLoggingSystem.Factory] 
[2022-09-06 22:42:47.964] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties' 
[2022-09-06 22:42:47.964] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'dispatcherServlet' 
[2022-09-06 22:42:47.964] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties' 
[2022-09-06 22:42:47.965] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'multipartConfigElement' 
[2022-09-06 22:42:47.965] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'multipartConfigElement' 
[2022-09-06 22:42:47.965] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' 
[2022-09-06 22:42:47.965] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' 
[2022-09-06 22:42:47.966] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating shared instance of singleton bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties' 
[2022-09-06 22:42:47.966] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Creating instance of bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties' 
[2022-09-06 22:42:47.966] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Returning cached instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties' 
[2022-09-06 22:42:47.969] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.autoconfigure.web.servlet.MultipartProperties 
[2022-09-06 22:42:47.969] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties' 
[2022-09-06 22:42:47.969] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' via constructor to bean named 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties' 
[2022-09-06 22:42:47.970] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration 
[2022-09-06 22:42:47.970] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' 
[2022-09-06 22:42:47.972] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class javax.servlet.MultipartConfigElement 
[2022-09-06 22:42:47.972] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'multipartConfigElement' 
[2022-09-06 22:42:47.975] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.autoconfigure.web.servlet.DispatcherServletRegistrationBean 
[2022-09-06 22:42:47.975] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'dispatcherServletRegistration' 
[2022-09-06 22:42:47.975] [39mDEBUG[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Autowiring by type from bean name 'errorPageCustomizer' via factory method to bean named 'dispatcherServletRegistration' 
[2022-09-06 22:42:47.975] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer 
[2022-09-06 22:42:47.976] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'errorPageCustomizer' 
[2022-09-06 22:42:47.977] [39mTRACE[0;39m o.s.s.a.ScheduledAnnotationBeanPostProcessor [main] - No @Scheduled annotations found on bean class: class org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory 
[2022-09-06 22:42:47.977] [39mTRACE[0;39m o.s.b.f.s.DefaultListableBeanFactory [main] - Finished creating instance of bean 'tomcatServletWebServerFactory' 
[2022-09-06 22:42:47.990] [39mDEBUG[0;39m o.a.tomcat.util.compat.Jre19Compat [main] - Class not found so assuming code is running on a pre-Java 19 JVM 
java.lang.ClassNotFoundException: java.lang.WrongThreadException
	at java.base/jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:641)
	at java.base/jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:188)
	at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:520)
	at java.base/java.lang.Class.forName0(Native Method)
	at java.base/java.lang.Class.forName(Class.java:375)
	at org.apache.tomcat.util.compat.Jre19Compat.<clinit>(Jre19Compat.java:37)
	at org.apache.tomcat.util.compat.JreCompat.<clinit>(JreCompat.java:72)
	at org.apache.catalina.startup.Tomcat.<clinit>(Tomcat.java:1304)
	at org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory.getWebServer(TomcatServletWebServerFactory.java:194)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.createWebServer(ServletWebServerApplicationContext.java:184)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.onRefresh(ServletWebServerApplicationContext.java:162)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:577)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:147)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:734)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:408)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:308)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1306)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1295)
	at org.example.SpringBootApp.main(SpringBootApp.java:16)
[2022-09-06 22:42:48.072] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.coyote.http11.Http11NioProtocol port=8080) 
[2022-09-06 22:42:48.081] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.coyote.http11.Http11NioProtocol bindOnInit=false) 
[2022-09-06 22:42:48.081] [39mDEBUG[0;39m o.apache.tomcat.util.net.NioEndpoint [main] - Set [bindOnInit] to [false] 
[2022-09-06 22:42:48.081] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.tomcat.util.net.NioEndpoint bindOnInit=false) 
[2022-09-06 22:42:48.083] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.coyote.http11.Http11NioProtocol maxPostSize=2097152) 
[2022-09-06 22:42:48.084] [39mDEBUG[0;39m o.apache.tomcat.util.net.NioEndpoint [main] - Set [maxPostSize] to [2097152] 
[2022-09-06 22:42:48.084] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.tomcat.util.net.NioEndpoint maxPostSize=2097152) 
[2022-09-06 22:42:48.094] [39mDEBUG[0;39m o.apache.catalina.core.ContainerBase [main] - Add child StandardHost[localhost] StandardEngine[Tomcat] 
[2022-09-06 22:42:48.094] [39mDEBUG[0;39m o.s.b.w.e.t.TomcatServletWebServerFactory [main] - Code archive: C:\Users\seost\.gradle\caches\modules-2\files-2.1\org.springframework.boot\spring-boot\2.7.3\3a8d641077565b7eaec3b2f91d5b83a6800f5895\spring-boot-2.7.3.jar 
[2022-09-06 22:42:48.094] [39mDEBUG[0;39m o.s.b.w.e.t.TomcatServletWebServerFactory [main] - Code archive: C:\Users\seost\.gradle\caches\modules-2\files-2.1\org.springframework.boot\spring-boot\2.7.3\3a8d641077565b7eaec3b2f91d5b83a6800f5895\spring-boot-2.7.3.jar 
[2022-09-06 22:42:48.095] [39mDEBUG[0;39m o.s.b.w.e.t.TomcatServletWebServerFactory [main] - None of the document roots [src/main/webapp, public, static] point to a directory and will be ignored. 
[2022-09-06 22:42:48.110] [39mDEBUG[0;39m o.apache.catalina.core.ContainerBase [main] - Add child TomcatEmbeddedContext[] StandardEngine[Tomcat].StandardHost[localhost] 
[2022-09-06 22:42:48.113] [34mINFO [0;39m o.s.b.w.e.tomcat.TomcatWebServer [main] - Tomcat initialized with port(s): 8080 (http) 
[2022-09-06 22:42:48.114] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardServer[-1]] to [INITIALIZING] 
[2022-09-06 22:42:48.118] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4d21c56e] to [INITIALIZING] 
[2022-09-06 22:42:48.118] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4d21c56e] to [INITIALIZED] 
[2022-09-06 22:42:48.118] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardService[Tomcat]] to [INITIALIZING] 
[2022-09-06 22:42:48.118] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat]] to [INITIALIZING] 
[2022-09-06 22:42:48.118] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat]] to [INITIALIZED] 
[2022-09-06 22:42:48.119] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.mapper.MapperListener@121bb45b] to [INITIALIZING] 
[2022-09-06 22:42:48.119] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.mapper.MapperListener@121bb45b] to [INITIALIZED] 
[2022-09-06 22:42:48.119] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [Connector[HTTP/1.1-8080]] to [INITIALIZING] 
[2022-09-06 22:42:48.121] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.coyote.http11.Http11NioProtocol parseBodyMethods=POST) 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.tomcat.util.net.NioEndpoint [main] - Set [parseBodyMethods] to [POST] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.a.tomcat.util.IntrospectionUtils [main] - IntrospectionUtils: setProperty(class org.apache.tomcat.util.net.NioEndpoint parseBodyMethods=POST) 
[2022-09-06 22:42:48.122] [34mINFO [0;39m o.a.coyote.http11.Http11NioProtocol [main] - Initializing ProtocolHandler ["http-nio-8080"] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [Connector[HTTP/1.1-8080]] to [INITIALIZED] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardService[Tomcat]] to [INITIALIZED] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardServer[-1]] to [INITIALIZED] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardServer[-1]] to [STARTING_PREP] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardServer[-1]] to [STARTING] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4d21c56e] to [STARTING_PREP] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4d21c56e] to [STARTING] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.deploy.NamingResourcesImpl@4d21c56e] to [STARTED] 
[2022-09-06 22:42:48.122] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardService[Tomcat]] to [STARTING_PREP] 
[2022-09-06 22:42:48.123] [34mINFO [0;39m o.a.catalina.core.StandardService [main] - Starting service [Tomcat] 
[2022-09-06 22:42:48.123] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardService[Tomcat]] to [STARTING] 
[2022-09-06 22:42:48.123] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat]] to [STARTING_PREP] 
[2022-09-06 22:42:48.123] [34mINFO [0;39m o.a.catalina.core.StandardEngine [main] - Starting Servlet engine: [Apache Tomcat/9.0.65] 
[2022-09-06 22:42:48.123] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [INITIALIZING] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [INITIALIZED] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTING_PREP] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTING] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [SimpleRealm[StandardEngine[Tomcat]]] to [STARTED] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [INITIALIZING] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [INITIALIZED] 
[2022-09-06 22:42:48.124] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost]] to [STARTING_PREP] 
[2022-09-06 22:42:48.125] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [INITIALIZING] 
[2022-09-06 22:42:48.125] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [INITIALIZED] 
[2022-09-06 22:42:48.125] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]] to [STARTING_PREP] 
[2022-09-06 22:42:48.125] [39mDEBUG[0;39m o.a.catalina.core.StandardContext [main] - Starting ROOT 
[2022-09-06 22:42:48.130] [39mDEBUG[0;39m o.a.catalina.core.StandardContext [main] - Configuring default Resources 
[2022-09-06 22:42:48.133] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.StandardRoot@5e7c141d] to [INITIALIZING] 
[2022-09-06 22:42:48.135] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.StandardRoot@5e7c141d] to [INITIALIZED] 
[2022-09-06 22:42:48.135] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.StandardRoot@5e7c141d] to [STARTING_PREP] 
[2022-09-06 22:42:48.137] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.DirResourceSet@20ab3e3a] to [INITIALIZING] 
[2022-09-06 22:42:48.138] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.DirResourceSet@20ab3e3a] to [INITIALIZED] 
[2022-09-06 22:42:48.138] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.DirResourceSet@20ab3e3a] to [STARTING_PREP] 
[2022-09-06 22:42:48.138] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.DirResourceSet@20ab3e3a] to [STARTING] 
[2022-09-06 22:42:48.139] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.DirResourceSet@20ab3e3a] to [STARTED] 
[2022-09-06 22:42:48.139] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.StandardRoot@5e7c141d] to [STARTING] 
[2022-09-06 22:42:48.139] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [org.apache.catalina.webresources.StandardRoot@5e7c141d] to [STARTED] 
[2022-09-06 22:42:48.156] [39mDEBUG[0;39m o.a.catalina.core.StandardContext [main] - Processing standard container startup 
[2022-09-06 22:42:48.156] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [WebappLoader[StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]]] to [INITIALIZING] 
[2022-09-06 22:42:48.156] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [WebappLoader[StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]]] to [INITIALIZED] 
[2022-09-06 22:42:48.156] [39mDEBUG[0;39m o.apache.catalina.util.LifecycleBase [main] - Setting state for [WebappLoader[StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[]]] to [STARTING_PREP] 
